226847,20190923,0800,1036,0
319324,20190923,0811,0,2
362558,20190923,0819,1038,0
372598,20190923,0838,1085,0
319324,20190923,0840,1034,0
453662,20190923,0852,1070,0
268852,20190923,0905,1049,0
489406,20190923,0919,1089,0
226847,20190923,0934,1036,1
288325,20190923,0939,1032,0
100908,20190923,0950,1047,0
337837,20190923,0950,1011,0
389597,20190923,1004,1031,0
323870,20190923,1004,1075,0
243358,20190923,1014,1047,0
381334,20190923,1014,1088,0
322129,20190923,1020,1027,0
381334,20190923,1026,1088,1
216580,20190923,1041,1081,0
389597,20190923,1044,1031,1
472484,20190923,1054,1030,0
402913,20190923,1103,1083,0
288325,20190923,1107,1032,1
322759,20190923,1121,1050,0
445846,20190923,1125,1097,0
212965,20190923,1137,1067,0
402913,20190923,1154,1083,1
226847,20190923,1158,1060,0
243358,20190923,1159,1047,1
327339,20190923,1206,1048,0
439936,20190923,1209,1034,0
472484,20190923,1218,1030,1
328611,20190923,1237,1072,0
436074,20190923,1243,1008,0
439936,20190923,1249,1034,2
200968,20190923,1253,1061,0
194719,20190923,1258,1045,0
472484,20190923,1259,1060,0
296943,20190923,1313,1018,0
216580,20190923,1331,1081,1
189771,20190923,1331,1075,0
276438,20190923,1346,1014,0
439936,20190923,1357,1034,1
322759,20190923,1413,1050,1
141411,20190923,1416,1030,0
439936,20190923,1424,1095,0
173885,20190923,1434,1035,0
362558,20190923,1434,1038,1
206705,20190923,1439,1098,0
173885,20190923,1458,1035,1
220943,20190923,1459,1056,0
200968,20190923,1513,1061,1
319324,20190923,1519,1034,1
372598,20190923,1533,1085,1
296943,20190923,1552,1018,1
323870,20190923,1554,1075,1
179875,20190923,1603,1079,0
263529,20190923,1605,1041,0
457004,20190923,1616,1038,0
457004,20190923,1633,1038,1
322129,20190923,1650,1027,1
327339,20190923,1707,1048,1
288325,20190923,1721,1065,0
426149,20190923,1723,1025,0
322759,20190923,1731,1063,0
216580,20190923,1741,1032,0
402464,20190923,1748,1047,0
436074,20190923,1750,1008,1
221785,20190923,1800,1004,0
337837,20190923,1802,1011,1
118339,20190923,1809,1092,0
216580,20190923,1822,1032,1
216580,20190923,1836,1051,0
189771,20190923,1836,1075,1
219403,20190923,1842,1057,0
263529,20190923,1859,1041,1
118339,20190923,1913,1092,1
457004,20190923,1913,1035,0
337837,20190923,1917,1054,0
206705,20190923,1935,1098,1
269289,20190923,1939,1079,0
179875,20190923,1948,1079,1
439936,20190923,2005,1095,1
389597,20190923,2013,1006,0
194745,20190923,2028,1082,0
372598,20190923,2030,1002,0
322129,20190923,2037,1039,0
322129,20190923,2038,1039,1
189771,20190923,2041,1020,0
389178,20190923,2042,1019,0
457004,20190923,2042,1035,1
489406,20190923,2045,1089,1
212965,20190923,2100,1067,1
220943,20190923,2102,1056,2
472484,20190923,2115,1060,1
402913,20190923,2128,1090,0
453662,20190923,2142,1070,1
442040,20190923,2200,1069,0
200968,20190923,2204,1070,0
179875,20190923,2219,1039,0
263529,20190923,2224,1064,0
269289,20190923,2240,1079,1
389178,20190923,2259,1019,1
426149,20190923,2300,1025,1
362558,20190923,2314,1019,0
453662,20190923,2318,1003,0
269289,20190923,2332,1073,0
381334,20190923,2332,1075,0
216580,20190923,2348,1051,1
445846,20190923,2356,1097,1
381334,20190924,0004,1075,1
194719,20190924,0016,1045,1
362558,20190924,0018,1019,1
141411,20190924,0026,1030,1
226847,20190924,0034,1060,1
268852,20190924,0039,1049,1
389597,20190924,0057,1006,1
212965,20190924,0109,1012,0
381334,20190924,0112,1094,0
389178,20190924,0125,1021,0
322129,20190924,0125,1037,0
173885,20190924,0127,1093,0
327339,20190924,0132,1044,0
327339,20190924,0150,1044,1
389178,20190924,0152,1021,1
402464,20190924,0211,1047,1
189771,20190924,0230,1020,1
296943,20190924,0241,1065,0
442040,20190924,0252,1069,1
276438,20190924,0302,1014,1
206705,20190924,0305,1048,0
196218,20190924,0312,0,2
118339,20190924,0314,1091,0
489406,20190924,0319,1008,0
296943,20190924,0321,1065,1
216580,20190924,0321,0,2
179875,20190924,0331,1039,1
269289,20190924,0348,1073,2
276438,20190924,0405,1065,0
418122,20190924,0424,1072,0
402913,20190924,0435,1090,1
381334,20190924,0447,1094,2
442040,20190924,0458,1074,0
206705,20190924,0510,1048,1
389178,20190924,0517,1009,0
436074,20190924,0522,1078,0
436074,20190924,0527,1078,1
489406,20190924,0535,1008,1
226847,20190924,0551,1082,0
212965,20190924,0556,1012,1
288325,20190924,0615,1065,1
288325,20190924,0628,1042,0
263529,20190924,0640,1064,1
489406,20190924,0643,1071,0
141411,20190924,0647,1066,0
212965,20190924,0658,1003,0
173885,20190924,0706,1093,1
389597,20190924,0714,1080,0
389178,20190924,0715,1009,1
216580,20190924,0727,1085,0
268852,20190924,0728,1001,0
402464,20190924,0735,1009,0
179875,20190924,0744,0,2
372598,20190924,0752,1002,1
243358,20190924,0807,1038,0
381334,20190924,0822,1094,1
322129,20190924,0838,1037,1
216580,20190924,0854,1085,1
189771,20190924,0906,0,2
263529,20190924,0909,1007,0
243358,20190924,0922,1038,1
243358,20190924,0931,1085,0
200968,20190924,0941,1070,2
296943,20190924,0941,1085,0
439936,20190924,0948,1089,0
118339,20190924,1003,1091,1
221785,20190924,1006,1004,1
194719,20190924,1007,1094,0
206705,20190924,1021,1064,0
323870,20190924,1027,1005,0
426149,20190924,1028,0,2
389597,20190924,1047,1080,1
426149,20190924,1102,1024,0
269289,20190924,1115,1073,2
457004,20190924,1121,1074,0
100908,20190924,1133,1047,1
436074,20190924,1136,1033,0
268852,20190924,1142,1001,1
489406,20190924,1147,1071,1
212965,20190924,1157,1003,1
323870,20190924,1207,1005,1
400467,20190924,1223,1030,0
296943,20190924,1226,1085,1
212965,20190924,1243,1020,0
243123,20190924,1250,1080,0
263529,20190924,1253,1007,1
216580,20190924,1256,1096,0
216580,20190924,1307,1096,1
200968,20190924,1322,1070,2
141411,20190924,1323,1066,1
